,model,km_driven,seller_type,transmission,owner,engine,max_power,torque,seats,LPG,CNG,Petrol,Diesel
5625,2017 Toyota Etios VX,25538,Trustmark Dealer,Manual,1,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0,False,False,True,False
5626,2018 Maruti Swift AMT ZXI,69779,Dealer,Automatic,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5627,2017 Hyundai Grand i10 1.2 CRDi Sportz,56290,Dealer,Manual,First Owner,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,False,False,False,True
5628,2019 BMW X4 M Sport X xDrive20d,7500,Dealer,Automatic,First Owner,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,False,False,False,True
5629,2019 BMW X4 M Sport X xDrive20d,8500,Dealer,Automatic,First Owner,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,False,False,False,True
5630,2019 Honda Amaze V CVT Petrol BSIV,7032,Trustmark Dealer,Automatic,1,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
5631,2016 Skoda Rapid 1.6 MPI AT Elegance,11000,Dealer,Automatic,First Owner,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,False,False,True,False
5632,2018 Volvo V40 D3 R-Design,2000,Dealer,Automatic,First Owner,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,False,False,False,True
5633,2013 Maruti Swift VDI,90000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5634,2016 Maruti Swift Dzire VXI,80000,Individual,Manual,Second Owner,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,False,False,True,False
5635,2008 Maruti SX4 Zxi with Leather BSIII,110000,Individual,Manual,3,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5.0,False,False,True,False
5636,2015 Maruti Ciaz VDi Plus,70000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5637,2020 Maruti Swift VXI,5000,Individual,Manual,First Owner,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5638,2007 Hyundai Santro Xing XS,75000,Individual,Manual,Second Owner,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5.0,False,False,True,False
5639,2014 Maruti Swift ZXI,50000,Individual,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5640,2014 Hyundai EON Era Plus,70000,Individual,Manual,1,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5641,2014 Nissan Terrano XL Plus 85 PS,90000,Individual,Manual,Second Owner,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,False,False,False,True
5642,2011 Maruti Swift Dzire VXi,100000,Individual,Manual,Second Owner,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5643,2017 Chevrolet Beat LT,90000,Individual,Manual,First Owner,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,False,False,True,False
5644,2019 Honda WR-V i-VTEC VX,35000,Individual,Manual,First Owner,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,False,False,True,False
5645,2017 Tata Indigo CS eLX BS IV,155000,Individual,Manual,1,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5646,2019 Hyundai Santro Magna,19500,Dealer,Manual,First Owner,1086 CC,68.07 bhp,99.07Nm@ 4500rpm,5.0,False,False,True,False
5647,2018 Toyota Fortuner 2.8 4WD MT BSIV,50000,Individual,Manual,First Owner,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7.0,False,False,False,True
5648,2015 Hyundai i20 Asta Option 1.2,30000,Dealer,Manual,First Owner,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
5649,2016 Hyundai i20 Asta Option 1.4 CRDi,53000,Dealer,Manual,First Owner,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,False,False,False,True
5650,2013 Tata Indigo CS LX (TDI) BS-III,120000,Individual,Manual,2,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,False,False,False,True
5651,2012 Mahindra Verito 1.5 D2 BSIV,120000,Individual,Manual,Second Owner,1461 CC,65 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
5652,2012 Ford Fiesta Classic 1.4 Duratorq CLXI,64000,Individual,Manual,Second Owner,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
5653,2015 Chevrolet Sail 1.2 LS ABS,50000,Individual,Manual,First Owner,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,False,False,True,False
5654,2015 Tata Indigo CS LX (TDI) BS-III,80000,Individual,Manual,Second Owner,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,False,False,False,True
5655,2013 Tata Manza Club Class Quadrajet90 VX,80000,Individual,Manual,1,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,False,False,False,True
5656,2017 Hyundai Xcent 1.2 VTVT S,5000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
5657,2015 Hyundai Verna 1.6 VTVT S Option,25000,Individual,Manual,First Owner,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5.0,False,False,True,False
5658,2014 Honda City i DTec V,72000,Dealer,Manual,First Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5659,2016 Maruti Swift VDI BSIV W ABS,72000,Dealer,Manual,First Owner,,,,,False,False,False,True
5660,2017 Renault Lodgy World Edition 110PS,65000,Individual,Manual,1,1461 CC,108.5 bhp,245Nm@ 1750rpm,8.0,False,False,False,True
5661,2005 Mahindra Bolero DI AC BSIII,80000,Individual,Manual,First Owner,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,False,False,False,True
5662,2016 Mahindra Bolero 2011-2019 Plus AC,120000,Individual,Manual,First Owner,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0,False,False,False,True
5663,2018 Hyundai Xcent 1.2 CRDi E,60000,Individual,Manual,First Owner,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5.0,False,False,False,True
5664,2013 Mahindra XUV500 W6 2WD,110000,Individual,Manual,Second Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5665,2017 Maruti Alto 800 LXI,35000,Individual,Manual,1,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
5666,2014 Maruti Ertiga ZDI,130000,Individual,Manual,First Owner,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5667,2013 Maruti Swift VDI,188000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5668,2008 Tata Indica V2 DLX,80000,Individual,Manual,Second Owner,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
5669,2015 Ford Figo 1.5D Titanium MT,80000,Individual,Manual,First Owner,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,False,False,False,True
5670,2008 Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,48676,Individual,Manual,1,796 CC,35 bhp,"6.1@ 3,000(kgm@ rpm)",8.0,False,False,True,False
5671,2006 Hyundai Santro Xing XL eRLX Euro II,60000,Individual,Manual,Third Owner,,,,,False,False,True,False
5672,2018 Datsun GO Plus Anniversary Edition,40000,Individual,Manual,First Owner,1198 CC,67 bhp,104Nm@ 4000rpm,7.0,False,False,True,False
5673,2012 Toyota Etios Liva GD,120000,Individual,Manual,Second Owner,,,,,False,False,False,True
5674,2003 Tata Indica DLX,70000,Individual,Manual,First Owner,,,,,False,False,False,True
5675,2018 Maruti Alto 800 VXI,15000,Individual,Manual,2,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
5676,2007 Maruti Alto LXi,70000,Individual,Manual,First Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5677,2011 Tata Indica Vista Terra TDI BSIII,80000,Individual,Manual,Second Owner,1405 CC,71 bhp,135Nm@ 2500rpm,5.0,False,False,False,True
5678,2017 Ford EcoSport 1.5 TDCi Titanium BSIV,60000,Individual,Manual,First Owner,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,False,False,False,True
5679,2017 Toyota Etios 1.4 VXD,120000,Individual,Manual,Second Owner,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,False,False,False,True
5680,2003 Hyundai Santro DX,120000,Individual,Manual,3,,,,,False,False,True,False
5681,2000 Maruti Zen LXI,180000,Individual,Manual,Fourth & Above Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
5682,2016 Hyundai Grand i10 Asta,70000,Individual,Manual,First Owner,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5683,2013 Renault Duster 85PS Diesel RxL Optional,250000,Individual,Manual,First Owner,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,False,False,False,True
5684,2019 Hyundai Santro Era,15000,Individual,Manual,First Owner,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,False,False,True,False
5685,2017 Maruti Ciaz ZDi Plus SHVS,65000,Individual,Manual,1,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5686,2015 Hyundai i20 Sportz 1.2,90000,Individual,Manual,First Owner,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
5687,2011 Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,70000,Individual,Manual,Second Owner,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0,False,False,True,False
5688,2016 Maruti Wagon R LXI BS IV,30000,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5689,2016 Mahindra Scorpio S4 Plus,79500,Individual,Manual,First Owner,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,False,False,False,True
5690,2007 Hyundai Santro Xing XS,90000,Individual,Manual,3,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5.0,False,False,True,False
5691,2015 Nissan Terrano XL 85 PS,110000,Individual,Manual,First Owner,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,False,False,False,True
5692,2015 Maruti Swift Dzire VDI,110000,Individual,Manual,First Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5693,2011 Hyundai Verna 1.6 SX CRDi (O),153000,Individual,Manual,First Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5694,2008 Ford Fiesta 1.4 Duratec ZXI,200185,Individual,Manual,First Owner,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,False,False,True,False
5695,2013 Maruti Swift Dzire ZDI,149000,Individual,Manual,1,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5696,2016 Ford Figo 1.5D Titanium MT,100000,Individual,Manual,First Owner,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,False,False,False,True
5697,2012 Tata Venture EX 7 Str,90000,Individual,Manual,Second Owner,1405 CC,70 bhp,135Nm@ 2500rpm,7.0,False,False,False,True
5698,2012 Maruti SX4 ZDI Leather,80000,Individual,Manual,Fourth & Above Owner,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5699,2012 Toyota Etios Liva GD SP,150000,Individual,Manual,First Owner,,,,,False,False,False,True
5700,2018 Maruti Ignis 1.2 Delta BSIV,12000,Individual,Manual,1,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,False,False,True,False
5701,2011 Hyundai i10 Magna,40000,Individual,Manual,Second Owner,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,False,False,True,False
5702,1997 Maruti Zen LXI,100000,Individual,Manual,Second Owner,993 CC,60 bhp,78Nm@ 4500rpm,5.0,False,False,True,False
5703,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,27000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
5704,2015 Maruti Wagon R VXI BS IV,120000,Individual,Manual,First Owner,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5705,2015 Mahindra Bolero 2011-2019 ZLX,80000,Individual,Manual,1,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,False,False,False,True
5706,2014 Maruti Eeco 5 Seater AC BSIV,49025,Individual,Manual,First Owner,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,False,False,True,False
5707,2015 Tata Nano Twist XE,15000,Individual,Manual,First Owner,624 CC,37.5 bhp,51Nm@ 4000+/-500rpm,4.0,False,False,True,False
5708,2014 Maruti Alto K10 LXI,90000,Individual,Manual,Second Owner,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5709,2016 Tata Tiago 1.2 Revotron XE,90000,Individual,Manual,First Owner,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
5710,2010 BMW 7 Series 730Ld,90000,Individual,Automatic,2,2993 CC,258 bhp,560Nm@ 1500rpm,5.0,False,False,False,True
5711,2007 Tata Indica V2 DLE BSII,80000,Individual,Manual,Third Owner,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
5712,2009 Chevrolet Tavera B1-10 seats BSII,195000,Individual,Manual,Second Owner,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",10.0,False,False,False,True
5713,2006 Mahindra Scorpio 2.6 CRDe,90000,Individual,Manual,Third Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
5714,1997 Maruti 800 AC,80000,Individual,Manual,Third Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5715,2016 Honda City i VTEC VX Option BL,22000,Individual,Manual,1,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,False,False,True,False
5716,2016 Maruti Vitara Brezza LDi Option,70000,Individual,Manual,First Owner,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5717,2012 Maruti Swift Dzire 1.2 Vxi BSIV,35000,Individual,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5718,2013 Maruti Swift Dzire VXI,120000,Individual,Manual,First Owner,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,False,False,True,False
5719,2013 Maruti Swift Dzire VDI,100000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5720,2016 Mahindra XUV500 AT W10 AWD,40000,Individual,Automatic,1,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5721,2009 Ford Fiesta 1.6 Duratec EXI,60000,Individual,Manual,Third Owner,1596 CC,101 bhp,"14.9@ 3,400(kgm@ rpm)",5.0,False,False,True,False
5722,2007 Mahindra Scorpio SLX 2.6 Turbo 8 Str,110000,Individual,Manual,First Owner,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,False,False,False,True
5723,2008 Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,112000,Individual,Manual,First Owner,2609 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,False,False,False,True
5724,2011 Ford Figo Diesel ZXI,70000,Individual,Manual,Second Owner,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
5725,2014 Honda City i DTEC VX,140000,Individual,Manual,1,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5726,1997 Maruti Esteem AX,94000,Individual,Automatic,Fourth & Above Owner,1298 CC,85 bhp,110Nm@ 4500rpm,5.0,False,False,True,False
5727,2012 Maruti Alto LXi,70000,Individual,Manual,First Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5728,2018 Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,27000,Individual,Manual,First Owner,1498 CC,88 bhp,230Nm@ 1500-2500rpm,5.0,False,False,False,True
5729,2015 Honda City i DTEC VX,173000,Individual,Manual,First Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5730,2010 Maruti Alto LXi BSIII,80000,Individual,Manual,2,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5731,2016 Honda City i DTec VX,86000,Individual,Manual,Third Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5732,2015 Honda City i DTEC V,80000,Individual,Manual,Second Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5733,2007 Maruti Alto LXi,120000,Individual,Manual,Third Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5734,2006 Maruti Wagon R AX BSIII,100000,Individual,Automatic,Second Owner,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0,False,False,True,False
5735,2014 Tata Indica Vista Quadrajet VX Tech,120000,Individual,Manual,1,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,False,False,False,True
5736,2010 Hyundai Verna Transform CRDi VGT SX ABS,190000,Individual,Manual,Third Owner,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,False,False,False,True
5737,2011 Mahindra Scorpio EX,120000,Individual,Manual,Second Owner,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8.0,False,False,False,True
5738,2012 Maruti Alto LXi,70000,Individual,Manual,First Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5739,2006 Maruti Alto LX,100000,Individual,Manual,Second Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5740,2016 Maruti Alto K10 VXI,120000,Individual,Manual,1,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5741,2014 Maruti Swift Dzire VDI,120000,Individual,Manual,Second Owner,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5742,2007 Maruti Swift 1.3 VXi,80000,Individual,Manual,Fourth & Above Owner,,,,,False,False,True,False
5743,2017 Mahindra KUV 100 mFALCON G80 K8 Dual Tone,20000,Individual,Manual,Second Owner,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,False,False,True,False
5744,2009 Hyundai i20 Asta,81000,Individual,Manual,Fourth & Above Owner,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,False,False,True,False
5745,2011 Chevrolet Beat LS,90000,Individual,Manual,2,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,False,False,True,False
5746,2001 Maruti 800 Std,60000,Individual,Manual,Second Owner,796 CC,37 bhp,59Nm@ 2500rpm,4.0,False,False,True,False
5747,2012 Chevrolet Beat LS,40000,Individual,Manual,Second Owner,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,False,False,True,False
5748,2007 Tata Indica GLS BS IV,80000,Individual,Manual,Third Owner,1193 CC,65.3 bhp,102Nm@ 2600rpm,5.0,False,False,True,False
5749,2014 Maruti Ertiga VXI CNG Limited Edition,35000,Individual,Manual,First Owner,1373 CC,80.9 bhp,110Nm@ 4000rpm,7.0,False,True,False,False
5750,2019 Maruti Ertiga ZDI Plus,20000,Individual,Manual,1,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5751,2015 Chevrolet Sail 1.2 LS,50000,Individual,Manual,First Owner,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,False,False,True,False
5752,2015 Mahindra XUV500 AT W10 FWD,77000,Individual,Automatic,Second Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5753,2014 Mahindra XUV500 W6 2WD,50000,Individual,Manual,First Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
5754,2016 Tata Tiago 1.2 Revotron XZ,13500,Individual,Manual,First Owner,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,False,False,True,False
5755,2016 Maruti Alto 800 LXI Optional,38000,Individual,Manual,1,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,False,False,True,False
5756,2019 Maruti Ertiga ZDI Plus,14000,Individual,Manual,First Owner,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0,False,False,False,True
5757,2009 Honda Civic 1.8 V MT,70000,Individual,Manual,First Owner,1799 CC,130 bhp,172Nm@ 4300rpm,5.0,False,False,True,False
5758,2016 Mahindra KUV 100 mFALCON D75 K8,55000,Individual,Manual,Second Owner,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,False,False,False,True
5759,2006 Maruti Wagon R LXI,150000,Individual,Manual,Fourth & Above Owner,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5760,2013 Mahindra Bolero 2011-2019 SLX 2WD BSIII,160000,Individual,Manual,1,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,False,False,False,True
5761,2013 Chevrolet Sail Hatchback Diesel Base,50000,Individual,Manual,First Owner,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0,False,False,False,True
5762,2008 Tata Indigo CS LE (TDI) BS-III,120000,Individual,Manual,Third Owner,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,False,False,False,True
5763,2013 Hyundai Verna 1.6 SX,76460,Individual,Manual,First Owner,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5764,2011 Ford Figo Diesel Titanium,125000,Individual,Manual,Second Owner,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
5765,2012 Mahindra Verito 1.5 D2 BSIII,110000,Individual,Manual,2,1461 CC,65 bhp,160Nm@ 2000rpm,5.0,False,False,False,True
5766,2017 Hyundai EON Era Plus,25000,Individual,Manual,First Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5767,2015 Honda City i DTEC SV,30000,Individual,Manual,First Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5768,2013 Hyundai i10 Magna LPG,70000,Individual,Manual,Second Owner,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,True,False,False,False
5769,2013 Hyundai i10 Era,110000,Individual,Manual,Second Owner,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,False,False,True,False
5770,2010 Maruti Zen Estilo VXI BSIV,200000,Individual,Manual,1,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,False,False,True,False
5771,2014 Hyundai EON Era Plus,80000,Individual,Manual,First Owner,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,False,False,True,False
5772,2014 Honda Amaze E i-Dtech,76000,Individual,Manual,First Owner,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,False,False,False,True
5773,2007 Tata Indica V2 DLS,150000,Individual,Manual,Second Owner,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,False,False,False,True
5774,2018 Toyota Innova Crysta 2.4 VX MT BSIV,35000,Individual,Manual,First Owner,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,False,False,False,True
5775,2016 Hyundai i20 2015-2017 Magna 1.2,40000,Individual,Manual,1,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,False,False,True,False
5776,2015 Ford EcoSport 1.5 TDCi Trend Plus BSIV,110000,Individual,Manual,First Owner,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,False,False,False,True
5777,2019 Hyundai Xcent 1.2 VTVT E,60000,Individual,Manual,First Owner,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,False,False,True,False
5778,2018 Honda Amaze S i-VTEC,15000,Individual,Manual,First Owner,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,False,False,True,False
5779,2013 Hyundai Accent Executive,120000,Individual,Manual,First Owner,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0,False,False,True,False
5780,2012 Hyundai Verna 1.6 SX,100000,Individual,Manual,2,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,False,False,False,True
5781,2017 Tata Tiago 1.05 Revotorq XT Option,24000,Individual,Manual,Second Owner,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,False,False,False,True
5782,2018 Ford EcoSport 1.5 Diesel Trend Plus BSIV,53000,Individual,Manual,First Owner,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,False,False,False,True
5783,2011 Maruti Alto LXi,40000,Individual,Manual,Third Owner,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,False,False,True,False
5784,2016 Maruti Eeco CNG HTR 5-STR,47370,Individual,Manual,First Owner,1196 CC,63 bhp,83Nm@ 3000rpm,5.0,False,True,False,False
5785,2007 Skoda Octavia Ambiente 1.9 TDI MT,120000,Individual,Manual,2,1896 CC,66 bhp,210 / 1900,5.0,False,False,False,True
5786,2015 Maruti Swift VDI Windsong Limited edition,100000,Individual,Manual,First Owner,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5787,2009 Chevrolet Captiva LT,80000,Individual,Manual,Second Owner,1991 CC,147.9 bhp,320Nm@ 2000rpm,7.0,False,False,False,True
5788,2011 Hyundai i10 Sportz,91000,Individual,Manual,Second Owner,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,False,False,True,False
5789,2019 Maruti Alto K10 LXI CNG,20000,Individual,Manual,First Owner,998 CC,58.3 bhp,78Nm@ 3500rpm,4.0,False,True,False,False
5790,2013 Mahindra Scorpio SLE BSIII,80000,Individual,Manual,2,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,False,False,False,True
5791,2013 Maruti Ritz LDi,80000,Individual,Manual,First Owner,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,False,False,False,True
5792,2016 Maruti Eeco CNG 5 Seater AC BSIV,80000,Individual,Manual,First Owner,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0,False,True,False,False
5793,2008 Hyundai Accent GLE CNG,110000,Individual,Manual,Third Owner,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,False,True,False,False
5794,2013 Hyundai Elantra CRDi SX,120000,Individual,Manual,First Owner,1582 CC,126.24 bhp,259.87Nm@ 1900-2750rpm,5.0,False,False,False,True
5795,2013 Skoda Superb Elegance 2.0 TDI CR AT,90000,Individual,Automatic,1,1968 CC,138.1 bhp,320Nm@ 1750-2500rpm,5.0,False,False,False,True
5796,2010 Volkswagen Passat 1.8 TSI MT,120000,Individual,Manual,Second Owner,1798 CC,160 bhp,250Nm@ 1500~4500rpm,5.0,False,False,True,False
5797,2016 Ford Figo 1.5D Trend MT,45217,Dealer,Manual,First Owner,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,False,False,False,True
5798,2017 Hyundai Creta 1.6 CRDi AT SX Plus,60000,Individual,Automatic,Second Owner,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,False,False,False,True
5799,2012 Hyundai Sonata 2.4 GDi MT,70000,Individual,Manual,Second Owner,2359 CC,198.25 bhp,250Nm@ 4250rpm,5.0,False,False,True,False
5800,2013 Fiat Grande Punto 1.3 Emotion (Diesel),133000,Individual,Manual,1,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,False,False,False,True
5801,2011 Fiat Grande Punto 1.3 Emotion (Diesel),117000,Individual,Manual,Second Owner,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,False,False,False,True
5802,2015 Mahindra XUV500 W8 4WD,173000,Individual,Manual,First Owner,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,False,False,False,True
