,name,year,miles_driven,price_per_mile,mileage,selling_price,seller_type,owner,transmission,engine,torque,seats,fuel
1484,Maruti Zen VXi - BS III,2003,74564,$1.61,40.69mpg,1644.012,Individual,Third Owner,Manual,993 CC,78Nm@ 4500rpm,5.0,Petrol
942,Maruti Zen LXI,2006,87613,$1.37,40.69mpg,1644.012,Individual,Second Owner,Manual,993 CC,78Nm@ 4500rpm,5.0,Petrol
2808,Chevrolet Beat LT,2011,37282,$3.22,43.75mpg,1644.012,Individual,First Owner,Manual,1199 CC,108Nm@ 4400rpm,5.0,Petrol
444,Maruti 800 Std,2010,43496,$2.76,37.87mpg,1644.012,Individual,Second Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
1034,Maruti Alto LXi,2009,55923,$2.15,46.34mpg,1644.012,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
4344,Hyundai Accent CRDi,2006,55923,$2.15,30.81mpg,1644.012,Individual,Second Owner,Manual,1493 CC,187Nm@ 2500rpm,5.0,Diesel
4340,Hyundai i10 Era 1.1,2008,57993,$2.07,46.6mpg,1644.012,Individual,Second Owner,Manual,1086 CC,99.04Nm@ 4500rpm,5.0,Petrol
2286,Maruti Alto LX,2006,18641,$6.44,46.34mpg,1644.012,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
2364,Maruti Wagon R PRIMEA,2006,55923,$2.15,44.46mpg,1644.012,Individual,Second Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
3509,Maruti Alto LX,2006,62137,$1.93,46.34mpg,1644.012,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
1244,Maruti Alto LXi,2009,74564,$1.61,46.34mpg,1644.012,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
4165,Maruti Wagon R VXI,2005,37282,$3.22,44.46mpg,1644.012,Individual,Fourth & Above Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
5236,Maruti Alto LXi,2008,43496,$2.76,46.34mpg,1644.012,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
536,Hyundai Getz GLX,2007,68351,$1.76,35.99mpg,1644.012,Individual,Second Owner,Manual,1341 CC,115Nm@ 3200rpm,5.0,Petrol
3466,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,105633,$1.14,25.64mpg,1644.012,Individual,Second Owner,Manual,796 CC,57Nm@ 2500rpm,5.0,LPG
1694,Hyundai Verna CRDi,2008,74564,$1.61,39.52mpg,1644.012,Individual,Second Owner,Manual,1493 CC,"24@ 1,900-2,750(kgm@ rpm)",5.0,Diesel
3442,Chevrolet Sail Hatchback Petrol LS ABS,2013,68351,$1.76,42.81mpg,1644.012,Individual,Second Owner,Manual,1199 CC,113Nm@ 5000rpm,5.0,Petrol
6054,Tata Indigo LX,2008,62137,$1.93,39.99mpg,1644.012,Individual,Second Owner,Manual,1405 CC,"13.5@ 2,500(kgm@ rpm)",5.0,Diesel
3134,Hyundai Accent GLE,2009,43496,$2.76,31.05mpg,1644.012,Individual,Second Owner,Manual,1495 CC,"12.5@ 3,500(kgm@ rpm)",5.0,Petrol
4802,Maruti Zen LXi - BS III,2004,49710,$2.41,40.69mpg,1644.012,Individual,Second Owner,Manual,993 CC,78Nm@ 4500rpm,5.0,Petrol
6306,Maruti Wagon R LXI Minor,2007,43496,$2.76,44.46mpg,1644.012,Individual,Second Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
3021,Maruti Zen Estilo 1.1 LX BSIII,2009,68351,$1.76,42.81mpg,1644.012,Individual,Second Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
8044,Maruti Alto LXi BSIII,2006,43496,$2.76,46.34mpg,1644.012,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
785,Hyundai Santro Xing GL,2009,55923,$2.15,0.0mpg,1644.012,Individual,Second Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
6426,Tata Indica Vista Aqua 1.4 TDI,2009,74564,$1.61,39.99mpg,1644.012,Individual,First Owner,Manual,1405 CC,135 Nm at 2500  rpm ,5.0,Diesel
5009,Maruti Swift ZXI BSIII,2006,27340,$4.39,37.87mpg,1644.012,Individual,Second Owner,Manual,1298 CC,"11.5@ 4,500(kgm@ rpm)",5.0,Petrol
3388,Maruti Alto LX,2009,10563,$11.36,46.34mpg,1644.012,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
5082,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,62137,$1.93,24.7mpg,1644.012,Individual,Fourth & Above Owner,Manual,2179 CC,290Nm@ 1800-2800rpm,7.0,Diesel
5056,Maruti 800 AC BSIII,2004,49710,$2.41,37.87mpg,1644.012,Individual,Second Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
5064,Maruti Wagon R LXI Minor,2009,43496,$2.76,44.46mpg,1644.012,Individual,Second Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
572,Maruti Wagon R LXI,2004,74564,$1.61,44.46mpg,1644.012,Individual,Third Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
4286,Ford Ikon 1.3 Flair,2005,55923,$2.15,32.46mpg,1644.012,Individual,Second Owner,Manual,1299 CC,"10.7@ 2,500(kgm@ rpm)",5.0,Petrol
7389,Maruti Alto LX BSIII,2007,74564,$1.61,46.34mpg,1644.012,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
3144,Tata Indigo CS GLS BSIII,2011,43496,$2.76,35.75mpg,1644.012,Individual,Second Owner,Manual,1193 CC,"10.7@ 2,600(kgm@ rpm)",5.0,Petrol
1889,Maruti Alto LXi,2006,74564,$1.61,46.34mpg,1644.012,Individual,Fourth & Above Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
4307,Hyundai Santro Xing XS,2007,74564,$1.61,41.87mpg,1644.012,Individual,First Owner,Manual,1086 CC,"9.8@ 3,000(kgm@ rpm)",5.0,Petrol
4720,Maruti Zen D,2002,37282,$3.22,48.92mpg,1644.012,Individual,Second Owner,Manual,1527 CC,789Nm@ 2250rpm,5.0,Diesel
3969,Hyundai Verna CRDi,2008,74564,$1.61,39.52mpg,1644.012,Individual,Second Owner,Manual,1493 CC,"24@ 1,900-2,750(kgm@ rpm)",5.0,Diesel
7274,Mahindra Bolero DI,2004,93206,$1.29,31.99mpg,1644.012,Individual,Second Owner,Manual,2523 CC,180 Nm at 1440-1500rpm,7.0,Diesel
8120,Hyundai Santro Xing GLS,2008,118682,$1.01,42.15mpg,1644.012,Individual,First Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
876,Tata Indigo LS,2010,62137,$1.93,39.99mpg,1644.012,Individual,Second Owner,Manual,1405 CC,"13.5@ 2,500(kgm@ rpm)",5.0,Diesel
850,Maruti Alto LX,2009,36039,$3.33,46.34mpg,1644.012,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
2738,Tata Indica Vista TDI LS,2012,59030,$2.02,45.63mpg,1630.3119,Individual,Second Owner,Manual,1405 CC,135.4Nm@ 2500rpm,5.0,Diesel
1886,Maruti Alto LXI,2004,37282,$3.17,46.34mpg,1616.6118,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
3019,Maruti Alto LX BSIII,2007,68351,$1.73,46.34mpg,1616.6118,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
5504,Maruti Alto LX,2009,68351,$1.7,46.34mpg,1589.1978999,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
8065,Chevrolet Spark 1.0 LS,2010,37282,$3.08,42.34mpg,1575.4977999,Individual,Second Owner,Manual,995 CC,90.3Nm@ 4200rpm,5.0,Petrol
3334,Maruti Alto STD,2009,62137,$1.85,46.34mpg,1575.4977999,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
1414,Maruti Wagon R LXI Minor,2009,37282,$3.08,44.46mpg,1575.4977999,Individual,Third Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
4062,Tata Indica V2 DLE BSIII,2011,106876,$1.08,42.06mpg,1575.4977999,Individual,Second Owner,Manual,1396 CC,85Nm@ 2500rpm,5.0,Diesel
2465,Maruti Omni 8 Seater BSIV,2008,36432,$3.16,32.93mpg,1575.4977999,Dealer,Second Owner,Manual,796 CC,6.1kgm@ 3000rpm,5.0,Petrol
280,Hyundai Accent GLE,2008,59154,$1.94,31.05mpg,1575.4977999,Individual,Third Owner,Manual,1495 CC,"12.5@ 3,500(kgm@ rpm)",5.0,Petrol
4120,Hyundai Verna 1.6 Xi ABS,2008,34175,$3.37,32.69mpg,1575.4977999,Individual,Second Owner,Manual,1599 CC,"14.9@ 3,000(kgm@ rpm)",5.0,Petrol
8078,Chevrolet Spark 1.0 LS,2011,62137,$1.85,42.34mpg,1575.4977999,Individual,Second Owner,Manual,995 CC,90.3Nm@ 4200rpm,5.0,Petrol
5850,Maruti Wagon R LXI Minor,2008,62137,$1.85,44.46mpg,1575.4977999,Individual,Second Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
4040,Tata Indigo CS LS (TDI) BS III,2009,74564,$1.54,44.9mpg,1575.4977999,Individual,Third Owner,Manual,1396 CC,135Nm@ 2500rpm,5.0,Diesel
7903,Maruti Alto LXi,2008,62137,$1.85,46.34mpg,1575.4977999,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
2323,Maruti 800 Std,2006,36661,$3.14,37.87mpg,1575.4977999,Individual,Second Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
4212,Hyundai Verna 1.6 Xi ABS,2008,34175,$3.37,32.69mpg,1575.4977999,Individual,Second Owner,Manual,1599 CC,"14.9@ 3,000(kgm@ rpm)",5.0,Petrol
2806,Maruti Alto LX,2011,6214,$18.51,46.34mpg,1575.4977999,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
691,Hyundai Santro Xing GL Plus,2009,55923,$2.06,42.15mpg,1575.4977999,Individual,Fourth & Above Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
2753,Hyundai Santro Xing GLS,2008,49710,$2.31,42.15mpg,1575.4977999,Individual,Second Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
2785,Maruti Alto LXi BSIII,2008,49710,$2.27,46.34mpg,1548.0975999,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
5635,Maruti SX4 Zxi with Leather BSIII,2008,68351,$1.62,36.69mpg,1520.7111,Individual,Third Owner,Manual,1586 CC,"145@ 4,100(kgm@ rpm)",5.0,Petrol
3800,Tata Indica Vista Terra Quadrajet 1.3L,2010,62137,$1.79,42.34mpg,1520.7111,Individual,Second Owner,Manual,1248 CC,190Nm@ 1750rpm,5.0,Diesel
5733,Maruti Alto LXi,2007,74564,$1.48,46.34mpg,1507.011,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
7594,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,30246,$3.64,46.34mpg,1507.011,Individual,First Owner,Manual,796 CC,"6.1@ 3,000(kgm@ rpm)",8.0,Petrol
8081,Honda City ZXi AT,2005,62137,$1.77,28.23mpg,1507.011,Individual,Second Owner,Automatic,1493 CC,13.1kgm@ 4600rpm,5.0,Petrol
3796,Maruti Wagon R LXI DUO BSIII,2006,74564,$1.48,40.69mpg,1507.011,Individual,Third Owner,Manual,1061 CC,"7.8@ 4,500(kgm@ rpm)",5.0,LPG
5638,Hyundai Santro Xing XS,2007,46603,$2.36,41.87mpg,1507.011,Individual,Second Owner,Manual,1086 CC,"9.8@ 3,000(kgm@ rpm)",5.0,Petrol
7817,Tata Manza Aura Quadrajet,2010,54681,$2.01,44.22mpg,1507.011,Individual,First Owner,Manual,1248 CC,200Nm@ 1750-3000rpm,5.0,Diesel
1882,Maruti Zen LX,2000,43496,$2.53,40.69mpg,1507.011,Individual,Fourth & Above Owner,Manual,993 CC,78Nm@ 4500rpm,5.0,Petrol
5707,Tata Nano Twist XE,2015,9321,$11.8,59.74mpg,1507.011,Individual,First Owner,Manual,624 CC,51Nm@ 4000+/-500rpm,4.0,Petrol
5601,Hyundai Accent GLS 1.6 ABS,2006,86992,$1.26,33.87mpg,1507.011,Individual,Second Owner,Manual,1599 CC,12.5kgm@ 3500rpm,5.0,Petrol
284,Maruti Alto LX,2005,27962,$3.93,46.34mpg,1507.011,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
4848,Maruti Wagon R LXI Minor,2008,49710,$2.21,44.46mpg,1507.011,Individual,Fourth & Above Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
6783,Maruti Alto LXi BSIII,2006,74564,$1.48,46.34mpg,1507.011,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
2455,Tata Indica V2 eXeta GLS,2006,33258,$3.31,39.61mpg,1507.011,Dealer,First Owner,Manual,1193 CC,99.8Nm@ 2700rpm,5.0,Petrol
1954,Maruti Alto LXi,2014,31068,$3.54,46.34mpg,1507.011,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
7002,Hyundai Santro Xing (Non-AC),2010,49710,$2.21,0.0mpg,1507.011,Individual,Second Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
7584,Hyundai Accent GLS 1.6,2004,74564,$1.48,33.87mpg,1507.011,Individual,Fourth & Above Owner,Manual,1599 CC,12.5kgm@ 3500rpm,5.0,Petrol
5670,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,30246,$3.64,46.34mpg,1507.011,Individual,First Owner,Manual,796 CC,"6.1@ 3,000(kgm@ rpm)",8.0,Petrol
4976,Maruti Alto LX,2007,74564,$1.48,46.34mpg,1507.011,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
6256,Maruti Alto LX BSIII,2005,31566,$3.48,46.34mpg,1507.011,Dealer,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
888,Hyundai Accent GLX,2003,55923,$1.97,31.05mpg,1507.011,Individual,Second Owner,Manual,1495 CC,"12.5@ 3,500(kgm@ rpm)",5.0,Petrol
7388,Maruti Alto K10 2010-2014 VXI,2012,49710,$2.21,49.21mpg,1507.011,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
7737,Chevrolet Beat LS,2010,37282,$2.95,43.75mpg,1507.011,Individual,Second Owner,Manual,1199 CC,108Nm@ 4400rpm,5.0,Petrol
514,Tata Indica V2 DLX BSII,2011,31068,$3.54,40.46mpg,1507.011,Individual,First Owner,Manual,1396 CC,"8.5@ 2,500(kgm@ rpm)",5.0,Diesel
2239,Ford Ikon 1.3 CLXi,2003,51574,$2.13,32.46mpg,1507.011,Individual,Second Owner,Manual,1299 CC,"10.7@ 2,500(kgm@ rpm)",5.0,Petrol
3490,Nissan Micra XE,2011,68351,$1.61,42.48mpg,1507.011,Individual,First Owner,Manual,1198 CC,104Nm@ 4000rpm,5.0,Petrol
5144,Maruti Alto LX,2005,55923,$1.97,46.34mpg,1507.011,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
1667,Tata Indica V2 DLS TC,2006,54681,$2.01,39.52mpg,1507.011,Individual,Second Owner,Manual,1405 CC,"12.5@ 2,500(kgm@ rpm)",5.0,Diesel
5880,Hyundai Accent GLS 1.6 ABS,2004,68351,$1.61,33.87mpg,1507.011,Individual,Second Owner,Manual,1599 CC,12.5kgm@ 3500rpm,5.0,Petrol
1742,Maruti Alto LXi,2008,49710,$2.21,46.34mpg,1507.011,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
7168,Tata Indigo VS,2012,74564,$1.48,41.87mpg,1507.011,Individual,Second Owner,Manual,1405 CC,13.5@ 2500(kgm@ rpm),5.0,Diesel
7645,Tata Indica Vista TDI LS,2014,155342,$0.71,44.93mpg,1507.011,Individual,Second Owner,Manual,1405 CC,135.4Nm@ 2500rpm,5.0,Diesel
6627,Hyundai Santro Xing XK eRLX Euro II,2008,49710,$2.21,41.87mpg,1507.011,Individual,Third Owner,Manual,1086 CC,"9.8@ 3,000(kgm@ rpm)",5.0,Petrol
250,Hyundai Getz 1.3 GVS,2008,74564,$1.48,33.4mpg,1507.011,Individual,Second Owner,Manual,1341 CC,"11.8@ 3,200(kgm@ rpm)",5.0,Petrol
7912,Tata Indica GLS BS IV,2009,70215,$1.57,35.99mpg,1507.011,Individual,First Owner,Manual,1193 CC,102Nm@ 2600rpm,5.0,Petrol
2737,Maruti Wagon R LX,2005,68351,$1.61,44.46mpg,1507.011,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
5785,Skoda Octavia Ambiente 1.9 TDI MT,2007,74564,$1.48,43.99mpg,1507.011,Individual,Second Owner,Manual,1896 CC,210 / 1900,5.0,Diesel
2366,Hyundai Santro Xing (Non-AC),2010,49710,$2.21,0.0mpg,1507.011,Individual,Second Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
2197,Tata Indica Vista TDI LS,2011,74564,$1.48,45.63mpg,1507.011,Individual,First Owner,Manual,1405 CC,135.4Nm@ 2500rpm,5.0,Diesel
1025,Maruti Alto LX,2000,128002,$0.84,46.34mpg,1479.6108,Individual,Fourth & Above Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
4491,Hyundai Accent DLS,2003,124274,$0.87,30.81mpg,1479.6108,Individual,Second Owner,Manual,1493 CC,187Nm@ 2500rpm,5.0,Diesel
1658,Maruti Wagon R LXI DUO BSIII,2007,55923,$1.88,40.69mpg,1438.5104999999999,Individual,Second Owner,Manual,1061 CC,"7.8@ 4,500(kgm@ rpm)",5.0,LPG
3210,Tata Indica Vista Terra Quadrajet 1.3L,2010,74564,$1.41,42.34mpg,1438.5104999999999,Individual,Second Owner,Manual,1248 CC,190Nm@ 1750rpm,5.0,Diesel
126,Maruti Alto LXi,2008,40389,$2.6,46.34mpg,1438.5104999999999,Individual,Fourth & Above Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
1649,Hyundai Santro Xing GL,2008,79535,$1.32,0.0mpg,1438.5104999999999,Individual,First Owner,Manual,1086 CC,96.1Nm@ 3000rpm,5.0,Petrol
3433,Maruti Alto LXI,2004,59652,$1.76,46.34mpg,1438.5104999999999,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
3026,Honda City 2017-2020 EXi,2008,68351,$1.54,41.63mpg,1438.5104999999999,Individual,Second Owner,Manual,1497 CC,"12.7@ 2,700(kgm@ rpm)",5.0,Petrol
2783,Maruti Wagon R LXI Minor,2008,62137,$1.69,44.46mpg,1438.5104999999999,Individual,Third Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
7132,Chevrolet Aveo U-VA 1.2 LS,2007,31068,$3.28,35.89mpg,1397.4102,Individual,Second Owner,Manual,1150 CC,110Nm@ 4400rpm,5.0,Petrol
818,Maruti Omni 8 Seater BSII,2009,55923,$1.81,46.34mpg,1383.7101,Individual,Fourth & Above Owner,Manual,796 CC,6.1kgm@ 3000rpm,8.0,Petrol
4291,Maruti Zen LX - BS III,2006,74564,$1.34,40.69mpg,1370.01,Individual,Second Owner,Manual,993 CC,78Nm@ 4500rpm,5.0,Petrol
4172,Maruti Alto LX,2006,26408,$3.79,46.34mpg,1370.01,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
2505,Maruti Alto LXi BSIII,2008,43496,$2.3,46.34mpg,1370.01,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
5734,Maruti Wagon R AX BSIII,2006,62137,$1.61,37.63mpg,1370.01,Individual,Second Owner,Automatic,1061 CC,"8.6@ 3,500(kgm@ rpm)",5.0,Petrol
1895,Hyundai Accent CRDi,2005,62137,$1.61,30.81mpg,1370.01,Individual,Third Owner,Manual,1493 CC,187Nm@ 2500rpm,5.0,Diesel
5762,Tata Indigo CS LE (TDI) BS-III,2008,74564,$1.34,44.9mpg,1370.01,Individual,Third Owner,Manual,1396 CC,135Nm@ 2500rpm,5.0,Diesel
7999,Maruti Alto LX,2004,24855,$4.02,46.34mpg,1370.01,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
6418,Skoda Octavia Ambiente 1.9 TDI MT,2003,155342,$0.64,43.99mpg,1370.01,Individual,Second Owner,Manual,1896 CC,210 / 1900,5.0,Diesel
2254,Maruti 800 AC,2011,74564,$1.34,37.87mpg,1370.01,Individual,Second Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
3994,Maruti Wagon R LXI Minor,2008,41340,$2.42,44.46mpg,1370.01,Individual,Second Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
8026,Tata Indigo CS LX (TDI) BS III,2008,74564,$1.34,44.9mpg,1370.01,Individual,First Owner,Manual,1396 CC,135Nm@ 2500rpm,5.0,Diesel
6772,Ford Ikon 1.6 Nxt,2004,15534,$6.44,33.4mpg,1370.01,Individual,Third Owner,Manual,1597 CC,130@ 2500(kgm@ rpm),5.0,Petrol
4150,Tata Indigo Grand Dicor,2007,55923,$1.79,55.44mpg,1370.01,Individual,Third Owner,Manual,1396 CC,140Nm@ 1800-3000rpm,5.0,Diesel
184,Honda City 1.5 EXI,2005,74564,$1.34,30.58mpg,1370.01,Individual,Second Owner,Manual,1493 CC,13.1kgm@ 4600rpm,5.0,Petrol
4121,Maruti Alto LXi,2007,55923,$1.79,46.34mpg,1370.01,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
186,Daewoo Matiz SD,2000,37282,$2.68,43.51mpg,1370.01,Individual,First Owner,Manual,796 CC,71Nm@ 3500rpm,5.0,Petrol
4481,Fiat Punto 1.2 Active,2009,62137,$1.61,36.93mpg,1370.01,Individual,Second Owner,Manual,1172 CC,96Nm@ 2500rpm,5.0,Petrol
5676,Maruti Alto LXi,2007,43496,$2.3,46.34mpg,1370.01,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
8043,Chevrolet Aveo U-VA 1.2 LT,2007,37282,$2.68,34.58mpg,1370.01,Individual,Third Owner,Manual,1150 CC,"11.2@ 4,400(kgm@ rpm)",5.0,Petrol
6061,Maruti Alto LXi BSIII,2008,121167,$0.83,46.34mpg,1370.01,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
6470,Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,49710,$2.01,42.34mpg,1370.01,Individual,First Owner,Manual,1248 CC,190 Nm at 1750 rpm,5.0,Diesel
7562,Maruti 800 AC,2012,18641,$5.36,37.87mpg,1370.01,Individual,First Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
791,Maruti 800 AC,2012,31690,$3.16,37.87mpg,1370.01,Individual,First Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
993,Tata Indigo LS BSII,2006,74564,$1.34,37.87mpg,1370.01,Individual,Third Owner,Manual,1405 CC,"13.5@ 2,500(kgm@ rpm)",5.0,Diesel
5013,Tata Indica V2 DLS TC,2004,24855,$4.02,39.52mpg,1370.01,Individual,Second Owner,Manual,1405 CC,"12.5@ 2,500(kgm@ rpm)",5.0,Diesel
6944,Tata Manza Aura (ABS) Quadrajet,2009,49710,$2.01,44.22mpg,1370.01,Individual,Third Owner,Manual,1248 CC,200Nm@ 1750-3000rpm,5.0,Diesel
7697,Maruti Alto LX,2003,101905,$0.98,46.34mpg,1370.01,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
7412,Maruti 800 AC,2012,18641,$5.36,37.87mpg,1370.01,Individual,First Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
4715,Skoda Octavia RS 1.8 Turbo Petrol MT,2006,74564,$1.34,30.81mpg,1370.01,Individual,Third Owner,Manual,1781 CC,"21.4@ 1,750-4,600(kgm@ rpm)",5.0,Petrol
7210,Tata Indica Vista Aqua 1.4 TDI,2009,118060,$0.85,39.99mpg,1370.01,Individual,First Owner,Manual,1405 CC,135 Nm at 2500  rpm ,5.0,Diesel
7679,Maruti Wagon R LX BSIII,2007,49710,$2.01,40.69mpg,1370.01,Individual,Second Owner,Manual,1061 CC,"8.6@ 3,500(kgm@ rpm)",5.0,Petrol
1222,Maruti Alto LX,2006,24855,$4.02,46.34mpg,1370.01,Individual,First Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
7678,Maruti Wagon R LXI Minor,2007,43496,$2.3,44.46mpg,1370.01,Individual,Second Owner,Manual,1061 CC,84Nm@ 3500rpm,5.0,Petrol
1177,Tata Indica V2 DLS,2011,49710,$2.01,40.46mpg,1370.01,Individual,First Owner,Manual,1396 CC,"8.5@ 2,500(kgm@ rpm)",5.0,Diesel
4568,Maruti 800 Std,2012,43496,$2.3,37.87mpg,1370.01,Individual,Second Owner,Manual,796 CC,59Nm@ 2500rpm,4.0,Petrol
5165,Tata Spacio Gold-10/6 Str BSII,2007,74564,$1.34,34.34mpg,1370.01,Individual,Third Owner,Manual,2956 CC,"18@ 1,600-2,200(kgm@ rpm)",10.0,Diesel
5437,Chevrolet Spark 1.0 PS LPG,2007,52195,$1.92,37.63mpg,1370.01,Individual,Third Owner,Manual,995 CC,88.4Nm@ 4200rpm,5.0,LPG
3515,Maruti Omni 8 Seater BSII,2008,74564,$1.34,46.34mpg,1370.01,Individual,Second Owner,Manual,796 CC,6.1kgm@ 3000rpm,8.0,Petrol
706,Maruti Zen Estilo LXI BS IV,2010,111847,$0.89,44.69mpg,1370.01,Individual,Second Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
4612,Tata Indigo GLX,2005,55923,$1.79,30.11mpg,1370.01,Individual,Second Owner,Manual,1396 CC,"12@ 3,500(kgm@ rpm)",5.0,Petrol
3323,Maruti Alto LX,2004,62137,$1.61,46.34mpg,1370.01,Individual,Second Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
996,Tata Indica V2 DLS TC,2008,24855,$4.02,39.52mpg,1370.01,Individual,First Owner,Manual,1405 CC,"12.5@ 2,500(kgm@ rpm)",5.0,Diesel
7583,Tata Indica V2 DLS TC,2006,68351,$1.46,39.52mpg,1370.01,Individual,Third Owner,Manual,1405 CC,"12.5@ 2,500(kgm@ rpm)",5.0,Diesel
4614,Tata Indigo LX,2004,37282,$2.68,37.87mpg,1370.01,Individual,Third Owner,Manual,1405 CC,"13.5@ 2,500(kgm@ rpm)",5.0,Diesel
4628,Maruti Alto LX,2007,37282,$2.68,46.34mpg,1370.01,Individual,Third Owner,Manual,796 CC,62Nm@ 3000rpm,5.0,Petrol
1919,Tata Indigo CS LE (TDI) BS-III,2008,127381,$0.78,44.9mpg,1356.3099,Individual,Second Owner,Manual,1396 CC,135Nm@ 2500rpm,5.0,Diesel
4712,Ambassador Classic 2000 DSZ AC PS,1994,62137,$1.59,30.11mpg,1356.3099,Individual,Second Owner,Manual,1995 CC,106Nm@ 2200rpm,5.0,Diesel
7209,Maruti Wagon R VXI,2005,43496,$2.25,44.46mpg,1342.6098,Individual,Second Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
6,Maruti Wagon R LXI DUO BSIII,2007,108740,$0.88,40.69mpg,1315.2096,Individual,First Owner,Manual,1061 CC,"7.8@ 4,500(kgm@ rpm)",5.0,LPG
